sample;PC.STN4L_00001;PC.STN4L_00002;PC.STN4L_00006;PC.STN4L_00014;PC.STN4L_00018;PC.STN4L_00020;PC.STN4L_00028;PC.STN4L_00029;PC.STN4L_00031;PC.STN4L_00045;PC.STN4L_00047;PC.STN4L_00048;PC.STN4L_00059;PC.STN4L_00062;PC.STN4L_00063;PC.STN4L_00066;PC.STN4L_00072;PC.STN4L_00074;PC.STN4L_00081;PC.STN4L_00082;PC.STN4L_00083;PC.STN4L_00100;PC.STN4L_00102;PC.STN4L_00108;PC.STN4L_00109;PC.STN4L_00112;PC.STN4L_00113;PC.STN4L_00114;PC.STN4L_00116;PC.STN4L_00118;PC.STN4L_00124;PC.STN4L_00127;PC.STN4L_00133;PC.STN4L_00142;PC.STN4L_00143;PC.STN4L_00144;PC.STN4L_00145;PC.STN4L_00147;PC.STN4L_00148;PC.STN4L_00189;PC.STN4L_00192;PC.STN4L_00195;PC.STN4L_00207;PC.STN4L_00248;PC.STN4L_00259;PC.STN4L_00260;PC.STN4L_00261;PC.STN4L_00263;PC.STN4L_00266;PC.STN4L_00270;PC.STN4L_00277;PC.STN4L_00278;PC.STN4L_00279;PC.STN4L_00280;PC.STN4L_00287;PC.STN4L_00288;PC.STN4L_00290;PC.STN4L_00293;PC.STN4L_00294;PC.STN4L_00295;PC.STN4L_00296;PC.STN4L_00303;PC.STN4L_00306;PC.STN4L_00309;PC.STN4L_00313;PC.STN4L_00314;PC.STN4L_00315;PC.STN4L_00323;PC.STN4L_00338;PC.STN4L_00341;PC.STN4L_00346;PC.STN4L_00347;PC.STN4L_00348;PC.STN4L_00351;PC.STN4L_00363;PC.STN4L_00364;PC.STN4L_00365;PC.STN4L_00368;PC.STN4L_00370;PC.STN4L_00371;PC.STN4L_00373;PC.STN4L_00374;PC.STN4L_00378;PC.STN4L_00380;PC.STN4L_00381;PC.STN4L_00394;PC.STN4L_00399;PC.STN4L_00403;PC.STN4L_00406;PC.STN4L_00409;PC.STN4L_00411;PC.STN4L_00414;PC.STN4L_00416;PC.STN4L_00421;PC.STN4L_00422;PC.STN4L_00423;PC.STN4L_00428;PC.STN4L_00429;PC.STN4L_00435;PC.STN4L_00436;PC.STN4L_00440;PC.STN4L_00441;PC.STN4L_00445;PC.STN4L_00452;PC.STN4L_00454;PC.STN4L_00458;PC.STN4L_00464;PC.STN4L_00465;PC.STN4L_00467;PC.STN4L_00473;PC.STN4L_00475;PC.STN4L_00476;PC.STN4L_00477;PC.STN4L_00479;PC.STN4L_00490;PC.STN4L_00491;PC.STN4L_00515;PC.STN4L_00520;PC.STN4L_00521;PC.STN4L_00523;PC.STN4L_00524;PC.STN4L_00544;PC.STN4L_00545;PC.STN4L_00548;PC.STN4L_00550;PC.STN4L_00551;PC.STN4L_00552;PC.STN4L_00557;PC.STN4L_00561;PC.STN4L_00569;PC.STN4L_00572;PC.STN4L_00573;PC.STN4L_00575;PC.STN4L_00589;PC.STN4L_00590;PC.STN4L_00602;PC.STN4L_00604;PC.STN4L_00610;PC.STN4L_00611;PC.STN4L_00629;PC.STN4L_00641;PC.STN4L_00642;PC.STN4L_00651;PC.STN4L_00655;PC.STN4L_00659;PC.STN4L_00663;PC.STN4L_00667;PC.STN4L_00671;PC.STN4L_00673;PC.STN4L_00674;PC.STN4L_00690;PC.STN4L_00691;PC.STN4L_00712;PC.STN4L_00720;PC.STN4L_00728;PC.STN4L_00729;PC.STN4L_00733;PC.STN4L_00736;PC.STN4L_00742;PC.STN4L_00743;PC.STN4L_00749;PC.STN4L_00750;PC.STN4L_00778;PC.STN4L_00782;PC.STN4L_00784;PC.STN4L_00788;PC.STN4L_00795;PC.STN4L_00797;PC.STN4L_00803;PC.STN4L_00806;PC.STN4L_00808;PC.STN4L_00809;PC.STN4L_00810;PC.STN4L_00812;PC.STN4L_00816;PC.STN4L_00817;PC.STN4L_00820;PC.STN4L_00821;PC.STN4L_00822;PC.STN4L_00823;PC.STN4L_00826;PC.STN4L_00828;PC.STN4L_00829;PC.STN4L_00832;PC.STN4L_00837;PC.STN4L_00839;PC.STN4L_00843;PC.STN4L_00869;PC.STN4L_00872;PC.STN4L_00875;PC.STN4L_00876;PC.STN4L_00892;PC.STN4L_00893;PC.STN4L_00895;PC.STN4L_00898;PC.STN4L_00901;PC.STN4L_00908;PC.STN4L_00915;PC.STN4L_00921;PC.STN4L_00922;PC.STN4L_00923;PC.STN4L_00925;PC.STN4L_00926;PC.STN4L_00932;PC.STN4L_00939;PC.STN4L_00940;PC.STN4L_00942;PC.STN4L_00944;PC.STN4L_00950;PC.STN4L_00952;PC.STN4L_00970;PC.STN4L_00975;PC.STN4L_00979;PC.STN4L_00983;PC.STN4L_00984;PC.STN4L_00985;PC.STN4L_00988;PC.STN4L_00994;PC.STN4L_00995;PC.STN4L_00998;PC.STN4L_00999;PC.STN4L_01006;PC.STN4L_01014;PC.STN4L_01016;PC.STN4L_01017;PC.STN4L_01023;PC.STN4L_01026;PC.STN4L_01033;PC.STN4L_01041;PC.STN4L_01052;PC.STN4L_01053;PC.STN4L_01063;PC.STN4L_01064;PC.STN4L_01068;PC.STN4L_01069;PC.STN4L_01071;PC.STN4L_01087;PC.STN4L_01088;PC.STN4L_01097;PC.STN4L_01105;PC.STN4L_01106;PC.STN4L_01107;PC.STN4L_01109;PC.STN4L_01110;PC.STN4L_01111;PC.STN4L_01112;PC.STN4L_01113;PC.STN4L_01114;PC.STN4L_01117;PC.STN4L_01122;PC.STN4L_01124;PC.STN4L_01125;PC.STN4L_01131;PC.STN4L_01140;PC.STN4L_01141;PC.STN4L_01144;PC.STN4L_01147;PC.STN4L_01159;PC.STN4L_01160;PC.STN4L_01161;PC.STN4L_01172;PC.STN4L_01178;PC.STN4L_01179;PC.STN4L_01180;PC.STN4L_01182;PC.STN4L_01184;PC.STN4L_01185;PC.STN4L_01188;PC.STN4L_01189;PC.STN4L_01190;PC.STN4L_01191;PC.STN4L_01194;PC.STN4L_01195;PC.STN4L_01196;PC.STN4L_01197;PC.STN4L_01200;PC.STN4L_01202;PC.STN4L_01203;PC.STN4L_01212;PC.STN4L_01216;PC.STN4L_01218;PC.STN4L_01219;PC.STN4L_01221;PC.STN4L_01223;PC.STN4L_01224;PC.STN4L_01225;PC.STN4L_01226;PC.STN4L_01227;PC.STN4L_01228;PC.STN4L_01230;PC.STN4L_01232;PC.STN4L_01233;PC.STN4L_01238;PC.STN4L_01249;PC.STN4L_01253;PC.STN4L_01263;PC.STN4L_01264;PC.STN4L_01272;PC.STN4L_01279;PC.STN4L_01282;PC.STN4L_01284;PC.STN4L_01289;PC.STN4L_01291;PC.STN4L_01293;PC.STN4L_01295;PC.STN4L_01306;PC.STN4L_01308;PC.STN4L_01309;PC.STN4L_01311;PC.STN4L_01313;PC.STN4L_01315;PC.STN4L_01316;PC.STN4L_01320;PC.STN4L_01323;PC.STN4L_01327;PC.STN4L_01339;PC.STN4L_01342;PC.STN4L_01365;PC.STN4L_01366;PC.STN4L_01370;PC.STN4L_01371;PC.STN4L_01375;PC.STN4L_01385;PC.STN4L_01389;PC.STN4L_01393;PC.STN4L_01394;PC.STN4L_01401;PC.STN4L_01403;PC.STN4L_01404;PC.STN4L_01410;PC.STN4L_01416;PC.STN4L_01430;PC.STN4L_01431;PC.STN4L_01434;PC.STN4L_01437;PC.STN4L_01439;PC.STN4L_01440;PC.STN4L_01441;PC.STN4L_01452;PC.STN4L_01453;PC.STN4L_01470;PC.STN4L_01472;PC.STN4L_01473;PC.STN4L_01474;PC.STN4L_01485;PC.STN4L_01488;PC.STN4L_01489;PC.STN4L_01496;PC.STN4L_01502;PC.STN4L_01505;PC.STN4L_01506;PC.STN4L_01507;PC.STN4L_01512;PC.STN4L_01534;PC.STN4L_01536;PC.STN4L_01537;PC.STN4L_01538;PC.STN4L_01544;PC.STN4L_01564;PC.STN4L_01565;PC.STN4L_01566;PC.STN4L_01569;PC.STN4L_01576;PC.STN4L_01579;PC.STN4L_01587;PC.STN4L_01590;PC.STN4L_01591;PC.STN4L_01603;PC.STN4L_01622;PC.STN4L_01623;PC.STN4L_01627;PC.STN4L_01631;PC.STN4L_01634;PC.STN4L_01636;PC.STN4L_01640;PC.STN4L_01641;PC.STN4L_01642;PC.STN4L_01647;PC.STN4L_01649;PC.STN4L_01650;PC.STN4L_01651;PC.STN4L_01652;PC.STN4L_01654;PC.STN4L_01656;PC.STN4L_01657;PC.STN4L_01658;PC.STN4L_01691;PC.STN4L_01692;PC.STN4L_01700;PC.STN4L_01706;PC.STN4L_01707;PC.STN4L_01717;PC.STN4L_01719;PC.STN4L_01720;PC.STN4L_01734;PC.STN4L_01735;PC.STN4L_01737;PC.STN4L_01739;PC.STN4L_01740;PC.STN4L_01763;PC.STN4L_01764;PC.STN4L_01766;PC.STN4L_01777;PC.STN4L_01782;PC.STN4L_01784;PC.STN4L_01790;PC.STN4L_01795;PC.STN4L_01815;PC.STN4L_01819;PC.STN4L_01820;PC.STN4L_01821;PC.STN4L_01822;PC.STN4L_01823;PC.STN4L_01824;PC.STN4L_01825;PC.STN4L_01826;PC.STN4L_01827;PC.STN4L_01828;PC.STN4L_01829;PC.STN4L_01830;PC.STN4L_01831;PC.STN4L_01832;PC.STN4L_01833;PC.STN4L_01834;PC.STN4L_01835;PC.STN4L_01836;PC.STN4L_01837;PC.STN4L_01838;PC.STN4L_01839;PC.STN4L_01840;PC.STN4L_01842;PC.STN4L_01843;PC.STN4L_01844;PC.STN4L_01845;PC.STN4L_01846;PC.STN4L_01847;PC.STN4L_01848;PC.STN4L_01856;PC.STN4L_01862;PC.STN4L_01867;PC.STN4L_01877;PC.STN4L_01889;PC.STN4L_01891;PC.STN4L_01892;PC.STN4L_01895;PC.STN4L_01897;PC.STN4L_01898;PC.STN4L_01900;PC.STN4L_01901;PC.STN4L_01910;PC.STN4L_01911;PC.STN4L_01919;PC.STN4L_01922;PC.STN4L_01932;PC.STN4L_01933;PC.STN4L_01938;PC.STN4L_01939;PC.STN4L_01956;PC.STN4L_01958;PC.STN4L_01959;PC.STN4L_01962;PC.STN4L_01967;PC.STN4L_01979;PC.STN4L_01981;PC.STN4L_01982;PC.STN4L_01984;PC.STN4L_01989;PC.STN4L_01992;PC.STN4L_01993;PC.STN4L_01994;PC.STN4L_01995;PC.STN4L_01996;PC.STN4L_01997;PC.STN4L_02005;PC.STN4L_02010;PC.STN4L_02012;PC.STN4L_02013;PC.STN4L_02014;PC.STN4L_02016;PC.STN4L_02024;PC.STN4L_02025;PC.STN4L_02038;PC.STN4L_02039;PC.STN4L_02040;PC.STN4L_02045;PC.STN4L_02051;PC.STN4L_02053;PC.STN4L_02054;PC.STN4L_02055;PC.STN4L_02057;PC.STN4L_02063;PC.STN4L_02064;PC.STN4L_02065;PC.STN4L_02082;PC.STN4L_02084;PC.STN4L_02087;PC.STN4L_02100;PC.STN4L_02105;PC.STN4L_02139;PC.STN4L_02142;PC.STN4L_02152;PC.STN4L_02155;PC.STN4L_02157;PC.STN4L_02159;PC.STN4L_02161;PC.STN4L_02172;PC.STN4L_02178;PC.STN4L_02179;PC.STN4L_02180;PC.STN4L_02190;PC.STN4L_02191;PC.STN4L_02195;PC.STN4L_02196;PC.STN4L_02202;PC.STN4L_02207;PC.STN4L_02210;PC.STN4L_02211;PC.STN4L_02214;PC.STN4L_02221;PC.STN4L_02233;PC.STN4L_02238;PC.STN4L_02248;PC.STN4L_02250;PC.STN4L_02260;PC.STN4L_02279;PC.STN4L_02282;PC.STN4L_02285;PC.STN4L_02286;PC.STN4L_02290;PC.STN4L_02296
I213_B_t31;7.654224924;8.550351031;7.261867431;7.887558248;7.68765655;8.277402258;8.314790297;8.151076148;7.548903898;7.490009343;7.581203528;7.179634507;7.697827935;8.308947174;8.523992053;8.510220646;7.833574117;7.622837521;7.276508857;7.103821097;8.784463154;8.411428631;8.149953642;7.866633925;7.162497199;8.144729738;8.271834383;7.997613364;7.713611334;6.954681516;8.158371814;7.159624004;7.413339038;7.153184683;8.263409111;8.672724415;8.633396898;8.248915507;9.519416706;7.703837879;8.067752516;7.043971473;8.318783921;7.253454255;8.459592693;8.279259841;7.447593838;8.392896453;8.762464327;6.870937568;8.119639161;8.378389838;9.551900979;7.959982207;8.181821385;8.532871852;8.082831598;8.646296197;8.984230228;9.368149684;6.544329079;7.166812028;8.715986494;8.076974832;8.645030953;8.234524651;8.757736185;7.473197346;7.308762841;7.07367002;7.008364425;7.119198386;7.318570865;8.216142735;7.365419651;7.219657904;8.204245521;8.325639859;7.74618931;9.348421938;7.972978225;7.078064525;8.534982004;9.394937512;9.828041886;8.307440881;7.199253739;8.706586773;7.851998908;7.215563638;8.700137419;8.023337272;8.12305365;8.300241846;8.049095112;7.846160522;7.303886492;8.651074353;7.151583443;6.646961503;7.879097938;7.414607175;7.249427288;8.000709534;7.857640463;8.119708742;7.95596573;8.098474131;8.245658757;8.012731016;7.134451032;6.496301292;7.748265545;7.415810873;7.896359357;7.090578375;7.254505698;7.49090792;7.745745397;7.430343053;8.106644702;8.689658441;9.268244579;7.941971754;9.094057229;7.98871922;6.98517073;7.730977688;6.614535999;6.983684334;8.181567216;7.447133177;7.992564003;8.220297923;7.552318958;7.197003411;7.759688746;6.69906011;8.185892531;7.66230296;7.498597631;8.302714196;7.936388564;7.012500675;7.217150643;7.482228242;8.579792658;8.105879985;6.645215361;9.168452872;8.671785558;7.125536848;6.596128708;6.6177313;7.142884193;7.892767432;7.074631649;6.659254442;8.904869923;8.209041862;7.344708846;8.255385222;8.656852734;9.095201606;7.885197527;6.778788513;7.439358128;7.859856974;8.662081351;8.010233976;7.862820291;8.087200581;7.528737684;8.012161173;8.88298025;8.406944326;7.373369098;7.085575227;8.981048594;8.58051107;8.348710832;8.626864203;9.036381132;8.529928391;8.563366427;8.697137408;7.425690585;8.22659917;8.643800061;7.060349607;7.138498308;7.74629912;7.47718781;7.132988333;8.101841548;7.744146635;8.688820695;7.235639781;7.893260592;8.448286056;7.238484618;7.734092052;7.718739243;9.990731886;8.402577881;8.602417113;8.562151231;7.415008533;8.274811965;7.690964264;8.813766562;7.235801751;9.727901558;7.206442356;7.561135533;7.243651272;6.440848258;7.779190351;8.640962584;6.573548276;7.618036229;8.514053835;7.842423999;6.955607834;8.255169349;8.608809068;8.15403816;8.113497711;7.657617649;9.039796202;8.879584189;8.976651706;8.227173422;8.112243855;7.384997751;7.867259569;9.024999047;8.64531084;7.64260013;6.993832325;9.174446385;10.00604386;6.99439123;9.240136219;8.371850958;9.200143951;7.680002609;7.715408062;8.819673612;6.563434155;7.449087612;8.317189802;7.350203026;9.069067161;7.544982443;8.148677228;8.623001096;7.498440905;8.232062393;8.375337319;9.558221029;7.11306071;6.822049211;8.408220707;6.664249564;8.271561919;8.48714877;8.082172143;7.205983352;7.965580973;7.195208758;8.3356216;6.736364809;7.871116369;7.257869423;6.934210262;7.697028792;7.86489148;6.766636595;7.810624597;7.166806706;8.74329467;7.689291435;8.658613132;7.997928631;8.082130834;9.005713185;7.848616676;7.224453852;8.262331544;8.238785261;8.918021681;9.086957968;8.202345863;8.135732112;8.253935578;8.515624973;7.671811297;8.427504894;8.612114178;7.7722828;7.549312597;7.97817138;6.905675093;8.856675342;8.065497218;6.852942731;7.455483124;8.106270821;7.61557191;8.0665089;8.924012604;7.644442387;7.534576259;7.909521744;7.542788098;8.073595051;8.51053271;6.966520577;7.463398934;7.780529868;7.95197612;7.791121244;8.283086421;7.920997495;6.975266166;9.069602311;7.967224959;7.607009928;8.712219343;8.109525096;10.00887398;8.653390224;8.697948106;7.195899149;7.954306493;8.457480715;9.34859002;7.758545073;8.077385998;8.628660144;7.365876665;8.588572516;8.534908176;8.651607814;8.196214559;7.599033869;7.490969722;7.453915433;8.417055187;7.857896656;9.294186533;7.700532757;7.348064652;8.171731743;9.403890468;8.35051318;7.984775024;8.55382149;8.855019944;8.577980889;7.108364106;7.919389327;7.562686692;7.699163969;9.396683971;9.363535695;7.149295968;8.350332594;7.243020757;7.120231462;7.255604056;8.622938577;8.520427217;7.658545484;7.091854725;7.525075944;7.760955361;7.154112889;7.378616149;8.66766453;7.535810642;6.601928731;8.178942566;8.504627579;7.368317782;7.643743567;8.517303086;8.61135091;7.897632101;7.35794435;8.706667126;7.832159046;9.45716394;7.972610964;7.831971753;8.001013985;7.510297841;9.279109852;6.699478561;8.190249532;7.052652225;8.062563871;8.49339353;8.742598538;7.736901184;7.996060518;8.90185054;6.544368025;8.869246996;8.890233274;9.079854736;8.820781358;9.317848444;8.364903137;8.91599517;9.136195999;8.307993616;7.684120358;7.819597393;8.492103358;8.232620953;9.306173833;7.985498128;8.80743739;8.943912993;8.697322129;9.245307437;7.608744418;8.362914555;8.434684234;7.521371971;7.326919727;8.796428237;8.399738354;8.84832474;8.411073754;9.702851876;9.00575629;7.493007331;8.581445478;8.137052575;7.765499257;8.555825322;6.907281382;8.545662871;8.420491432;8.985739169;9.103615983;7.26297842;8.5829231;8.53214595;7.450127476;7.618331045;6.959456891;8.429566515;8.218654984;8.335595195;8.618979653;9.100937128;8.816934516;7.857152899;7.313301776;7.537681157;7.622680736;6.884063388;7.716187805;7.79198089;8.055168096;8.530975227;8.834146263;9.800996648;9.565115873;9.877553466;9.207736929;8.294736053;7.007061435;7.170770818;6.873180985;6.994384343;7.946481284;8.040127886;8.074848514;7.99556393;7.891519882;7.295066027;8.635697767;8.146165486;6.995345069;7.617649518;8.180215339;8.67258091;8.498212655;7.004745959;7.419621496;8.223507349;7.639694343;7.897274308;8.782763053;7.292432003;8.702149835;7.764499633;7.118217766;7.834498792;7.226044424;7.13804514;8.418110153;8.405779493;8.399029123;8.671956462;8.452579515;7.538880362;6.7279695;9.723282779;7.216644327;6.841642863;7.479237979;8.291617315;7.326700368;7.353700113;8.56634737;7.845362653;8.047849552;8.008492154;8.45683458;7.915832015;7.769125288;8.097307111;7.370539108;7.978739415
I213_B_t32;7.587165582;8.707757536;7.228530102;7.850075876;7.672371033;8.260406206;8.260038676;8.145027956;7.519289843;7.60527238;7.650262524;7.249910763;7.626691485;8.303629811;8.467601237;8.457199029;7.795556052;7.604040817;7.267733386;7.120194315;8.765002979;8.454972876;8.183709745;7.843660365;7.040584778;8.040871964;8.093907054;7.91573565;7.714521248;6.898754275;8.059053721;7.079280547;7.391556617;7.125401292;8.202175379;8.601655106;8.572518774;8.263070945;9.518837139;7.702120138;8.08048172;7.046166258;8.193630679;7.279054703;8.44113857;8.238520981;7.385794895;8.36508227;8.770200821;6.853158075;8.049080566;8.359293153;9.485211096;7.977259868;8.139807755;8.571703036;8.037746589;8.589378169;8.975612237;9.339355207;6.588522268;7.238515769;8.673832373;7.955065453;8.613435937;8.265457985;8.720275697;7.462443425;7.198278635;7.099563066;7.022691696;7.03082861;7.388250093;8.220270601;7.35999017;7.113879099;8.146787997;8.322355641;7.742007248;9.327722738;7.939085036;6.850001601;8.525652647;9.393410642;9.841371946;8.310502398;7.28657415;8.679839959;7.718683243;7.208371609;8.628408385;8.010622769;8.049994826;8.249893097;8.100348654;7.813392504;7.271247863;8.569941536;7.188842882;6.886906384;7.925755455;7.420814067;7.214233127;8.02239933;7.883290506;8.128715545;7.914456213;8.145971907;8.198589181;7.915219196;7.135403081;6.593438491;7.731632667;7.424557031;7.843573778;7.093869703;7.169789771;7.463732365;7.649074322;7.463858808;8.09742813;8.625999384;9.238363611;7.903117447;9.087501521;7.973486011;6.9112809;7.751329075;6.550472723;7.131047329;8.164252651;7.46610191;7.880694149;8.20032667;7.470050071;7.066786772;7.683438133;6.761796038;8.159418452;7.474394579;7.344351462;8.243110174;7.949884761;6.979166121;7.228096138;7.512031376;8.59261903;8.159277489;6.771390633;9.152548058;8.69283203;7.137299721;6.726829078;6.578223557;7.086005927;7.877577532;7.082192609;6.627401764;8.872281059;8.195903945;7.460614898;8.242991315;8.578904086;9.06862912;7.841317291;6.855223951;7.479787228;7.873070094;8.663170203;7.962788233;7.633770759;8.040951993;7.507525633;8.039837463;8.8721193;8.408859648;7.387271629;6.94559474;8.914749273;8.51437136;8.285604522;8.641970329;9.009419427;8.304007814;8.465169264;8.722596969;7.435520197;8.171739942;8.641126961;6.975971111;7.095161389;7.78554581;7.478947042;7.117071232;8.049630141;8.60311219;8.672400875;7.289755445;7.885905999;8.359050759;7.240718273;7.665706955;7.68532764;9.952691484;8.420991866;8.516586488;8.538965475;7.504344473;8.266247631;7.618334452;8.698804677;7.249490709;9.719380197;7.070059341;7.605247539;7.255383554;6.406866746;7.761618213;8.577829239;6.689539807;7.61655298;8.507510231;7.890846726;6.949447978;8.286964342;8.554642697;8.399636378;8.0936482;7.659355198;9.051964441;8.852271754;8.907661906;8.193395056;8.042799265;7.391748246;7.799030864;9.005247234;8.581674899;7.716789099;6.87782849;9.121426639;9.979987667;6.960414746;9.23532506;8.391149277;9.160480309;7.682879111;8.213576271;8.815111007;6.749785651;7.3307366;8.291840379;7.255206589;9.05587723;7.617670836;8.149036354;8.652795332;7.502879872;8.275766532;8.3573972;9.535624416;7.075644858;6.824716505;8.388166721;6.658584826;8.335438427;8.46086188;7.941982982;7.130494273;7.969058179;7.054744349;8.348397187;6.685218909;7.820190562;7.058811264;6.972631303;7.721694534;7.888850416;6.728142472;7.7045352;7.164552899;8.792556013;7.705435913;8.643123786;7.985332314;8.048856563;8.97568412;7.782469973;7.264919178;8.242171561;8.219829104;8.883445787;9.054633972;8.146415166;8.184273739;8.198776299;8.377917403;7.63210782;8.414132382;8.615963312;7.699438731;7.505971501;7.941991632;6.846800363;8.807401918;8.061747736;6.803007221;7.293177606;8.079453204;7.550216127;8.038549032;8.899624374;7.614370503;7.616392874;7.957565732;7.544013141;8.072297248;8.520841979;6.723336533;7.402927675;7.712195443;7.953706334;7.848203341;8.279655965;7.968222504;7.061841616;9.025211938;7.971124781;7.598041439;8.713659593;8.055119335;9.962192514;8.572726195;8.690670033;7.202844716;7.839510436;8.424300907;9.332630769;7.915612301;8.037923051;8.547628848;7.304382754;8.483187867;8.51333376;8.587438574;8.131295355;7.561480432;7.510186425;7.472147757;8.513604914;7.844602139;9.269547274;7.723352946;7.213564618;8.055901189;9.380327669;8.382255559;7.910034722;8.536517711;8.913174511;8.606635028;7.01837275;7.839173664;7.464385654;7.697540034;9.397079421;9.369931687;7.161916503;8.340450834;7.24787925;7.251357338;7.210658077;8.617452018;8.467504328;7.529695851;6.905421378;7.539040711;7.637281841;7.007275755;7.280388909;8.57675891;7.467758732;6.801736198;8.13316698;8.493103976;7.493728767;7.70698094;8.490375255;8.572314937;7.857510301;7.290959269;8.70075018;7.767391665;9.428254841;7.966359998;8.023171256;7.961108114;7.490274983;9.286123215;6.484684403;8.150470709;6.932199835;8.023391894;8.463411481;8.726416612;7.701195802;7.96268064;8.894330143;6.663621527;8.848295466;8.917061693;9.076822774;8.81073451;9.337443103;8.402610049;8.902018803;9.120464914;8.307298513;7.64845512;7.870323395;8.496613666;8.151618313;9.328542938;7.959762037;8.808174479;8.995067986;8.64554041;9.237309055;7.58408;8.405118092;8.515884199;7.429835336;7.303113923;8.810524946;8.424600055;8.841815429;8.490315436;9.672774875;8.965589657;7.429274673;8.595767068;8.096595646;7.590801718;8.580910674;6.835376299;8.553781919;8.414850071;8.974568311;9.129713256;7.410861762;8.492315751;8.448778864;7.472860908;7.625291137;6.891857162;8.418745291;8.214189398;8.304484604;8.568463274;9.164588302;8.799677279;7.868211142;7.341098283;7.506617254;7.429139849;6.744039855;7.72409734;7.75142876;7.875194009;8.591335128;8.825735495;9.788885012;9.533434416;9.829094323;9.161058277;8.274157273;7.123144286;7.113666536;6.866620795;7.00756941;7.909830953;7.993619031;8.079233547;7.912647927;7.85962106;7.278708904;8.648081403;8.11394152;7.029641767;7.552744237;8.205860094;8.648723229;8.45037581;7.017174153;7.355567153;8.166444921;7.620672998;7.884908838;8.796690633;7.317206607;8.683652169;7.797399286;7.044350588;7.812427566;7.170034647;7.173629923;8.250117766;8.361381361;8.365202256;8.638916589;8.419644779;7.603608604;6.954826954;9.570225753;7.128124555;6.885229972;7.366648187;8.255930982;7.276485982;7.333129697;8.508276327;7.834220758;8.058947965;8.058302116;8.381646035;7.909919538;7.758027123;7.95138919;7.372530704;8.028421018
